rank,cid,label,score
1,144206601,0,7.9278531073446326
2,144210577,0,7.624578313253011
3,144213826,0,7.624578313253011
4,144213751,0,7.407706093189964
5,144206563,0,7.407706093189964
6,144206813,0,7.407706093189964
7,144206881,0,7.407706093189964
8,144206289,0,7.407706093189964
9,144212732,0,7.407706093189964
10,144205240,0,7.407706093189964
11,144210560,0,7.407706093189964
12,144205241,0,7.407706093189964
13,144210536,0,7.407706093189964
14,144213499,0,7.276938775510204
15,144204734,0,7.276938775510204
16,144206547,0,7.276938775510204
17,144210764,0,7.24086036671368
18,144211327,0,7.24086036671368
19,144204949,0,7.24086036671368
20,144210750,0,7.24086036671368
21,144206917,0,7.24086036671368
22,144205420,0,7.24086036671368
23,144204998,0,7.24086036671368
24,144204256,0,7.24086036671368
25,144210557,0,7.24086036671368
26,144210783,0,7.24086036671368
27,144206505,0,7.24086036671368
28,144213764,0,7.24086036671368
29,144205788,0,7.24086036671368
30,144204791,0,7.24086036671368
31,144210546,0,7.24086036671368
32,144206920,0,7.24086036671368
33,144207158,0,7.24086036671368
34,144206857,0,7.24086036671368
35,144206912,0,7.24086036671368
36,144205133,0,7.24086036671368
37,144205997,0,7.24086036671368
38,144206118,0,7.24086036671368
39,144210583,0,7.24086036671368
40,144203605,0,7.24086036671368
41,144205783,0,7.24086036671368
42,144206227,0,7.24086036671368
43,144210567,0,7.24086036671368
44,144204180,0,7.24086036671368
45,144205002,0,7.24086036671368
46,144204230,0,7.180000000000001
47,144205780,0,7.170588235294117
48,144206039,0,6.988153153153154
49,144204249,0,6.988153153153154
50,144206291,0,6.988153153153154
51,144207165,0,6.988153153153154
52,144213898,0,6.988153153153154
53,144205238,0,6.988153153153154
54,144206915,0,6.988153153153154
55,144206914,0,6.988153153153154
56,144204992,0,6.988153153153154
57,144206142,0,6.988153153153154
58,144206532,0,6.988153153153154
59,144210778,0,6.988153153153154
60,144207048,0,6.988153153153154
61,144210751,0,6.942651006711409
62,144213807,0,6.942651006711409
63,144203804,0,6.942651006711409
64,144213865,0,6.942651006711409
65,144206190,0,6.942651006711409
66,144206083,0,6.942651006711409
67,144205066,0,6.942651006711409
68,144206117,0,6.942651006711409
69,144206683,0,6.942651006711409
