rank,cid,label,score
1,26751716,1,8.489583333333334
2,50112719,0,8.489583333333334
3,56463291,0,8.489583333333334
4,26751595,1,8.205405405405404
5,14726152,0,8.154921874999998
6,24276578,0,8.154921874999998
7,17433120,0,8.154921874999998
8,17505419,0,8.154921874999998
9,87336743,0,8.114090909090908
10,92763909,0,8.114090909090908
11,17386850,0,8.10269841269841
12,26748663,0,8.10269841269841
13,24267442,0,8.102098214285716
14,87345599,0,8.102098214285716
15,26758033,0,8.102098214285716
16,87342357,0,8.102098214285716
17,87345586,0,8.102098214285716
18,24819657,0,8.102098214285716
19,11112445,0,8.102098214285716
20,87349271,0,8.102098214285716
21,89855986,0,8.102098214285716
22,87336894,0,8.102098214285716
23,17515234,0,8.0616
24,24267414,0,8.0616
25,14729859,0,7.994402515723271
26,14722697,0,7.994402515723271
27,56424122,0,7.994402515723271
28,87336893,0,7.994402515723271
29,89855984,0,7.994402515723271
30,14728710,0,7.994402515723271
31,87349250,0,7.994402515723271
32,47198043,0,7.9278531073446326
33,49728588,0,7.9278531073446326
34,87349245,0,7.9278531073446326
35,24414579,0,7.9278531073446326
36,56321637,0,7.9278531073446326
37,87349288,0,7.9278531073446326
38,85201396,0,7.9278531073446326
39,14731292,0,7.9278531073446326
40,85201685,0,7.9278531073446326
41,87336909,0,7.9278531073446326
42,49648784,0,7.9278531073446326
43,24800816,0,7.9278531073446326
44,85273836,0,7.9278531073446326
45,17407001,0,7.9278531073446326
46,844039,0,7.9278531073446326
47,85201219,0,7.9278531073446326
48,85272391,0,7.9278531073446326
49,89855933,0,7.9278531073446326
50,26753134,1,7.9278531073446326
51,87336748,0,7.9278531073446326
52,26754145,0,7.9278531073446326
53,24840767,0,7.9278531073446326
54,50109881,1,7.9278531073446326
55,87336747,0,7.9278531073446326
56,50112767,0,7.9278531073446326
57,90341594,0,7.9278531073446326
58,26667400,0,7.9278531073446326
59,49720923,0,7.9278531073446326
60,49645590,0,7.9278531073446326
61,26749361,1,7.9278531073446326
62,87342315,0,7.9278531073446326
63,87345516,0,7.9278531073446326
64,26669377,0,7.9278531073446326
65,11114299,0,7.9278531073446326
66,842187,0,7.9278531073446326
67,89853724,0,7.9278531073446326
68,26657420,0,7.9278531073446326
69,11112866,0,7.9278531073446326
70,49713729,0,7.9278531073446326
71,14741050,0,7.9278531073446326
72,85302020,0,7.9278531073446326
73,26731976,0,7.9278531073446326
74,11112900,0,7.9278531073446326
75,87336931,0,7.9278531073446326
76,26755710,0,7.9278531073446326
77,85201550,0,7.9278531073446326
78,85201823,0,7.9278531073446326
79,49733997,0,7.861095890410959
80,85201390,0,7.861095890410959
81,85201632,0,7.861095890410959
82,24408390,0,7.861095890410959
83,85201597,0,7.861095890410959
84,87345529,0,7.861095890410959
85,49681831,0,7.861095890410959
86,85272378,0,7.861095890410959
87,87345515,0,7.861095890410959
88,85201715,0,7.861095890410959
89,89854745,0,7.861095890410959
90,26755470,0,7.861095890410959
91,85272363,0,7.861095890410959
92,85201306,0,7.831250000000001
93,85201249,0,7.831250000000001
94,24798390,0,7.811794871794873
95,56320251,0,7.811794871794873
96,49815811,0,7.811794871794873
97,17515717,0,7.811794871794873
